tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N909XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N910DE,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet
N910DN,1995.0,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet
N911DE,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N911DL,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N912DL,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N912XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N913DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N913XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N914DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N914XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N916XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N917DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N917DN,1997.0,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,,Turbo-jet
N917XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N918XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N919DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N919XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N920DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N921DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N921XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N922DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N922XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N923AT,2005.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N923DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N923WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N923XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N924DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N924XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N925XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N926DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N926XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N927AT,2000.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N927XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N928DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N928XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N929AT,2000.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N929XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N930XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N931DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N931XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N932XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N933XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N934DL,1989.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N934XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N935XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N936AT,1999.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N936DL,1989.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N936XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N937DL,1989.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N937XJ,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N938DL,1989.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N939DL,1989.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N942AT,1999.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N944AT,1999.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N944UW,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N945UW,,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N946UW,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N947AT,1999.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N947DL,1989.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N947UW,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N948AT,1999.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N949UW,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N950DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N950UW,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N951DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N951UW,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N952DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N952UW,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N953DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N953UW,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N953WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N954AT,2000.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N954DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N954UW,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N955UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N955WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N956UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N957DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N957UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N958UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N959UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N961UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N964AT,2001.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N964DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N964WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N965UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N966AT,2001.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N966DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N967DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N967UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan
N968DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N969DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N971AT,2001.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N973DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N974AT,2002.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N974DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N975AT,2002.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N976DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N978DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N979DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N980AT,2002.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N981AT,2002.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N983AT,,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N983DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N985DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N990AT,2001.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N990DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N991DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N993DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N994DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet
N996DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N998DL,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet
N999DN,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet
